Country,Year,code_wdi,code_ifs,region,incomegroup,incomesubgroup,ka,kai,kao,bo,boi,boo,Yield_mean,Govt_GDP,GDP_growth
Finland,2006,FIN,172,W Europe,High income,High income: OECD,0.3,0.2,0.4,0.25,0,0.5,-0.975,21.40266722,4.06
Finland,2007,FIN,172,W Europe,High income,High income: OECD,0.3,0.2,0.4,0.25,0,0.5,-0.267166667,20.86727694,5.19
Finland,2008,FIN,172,W Europe,High income,High income: OECD,0.3,0.2,0.4,0.25,0,0.5,0.6695,21.67507266,0.72
Finland,2009,FIN,172,W Europe,High income,High income: OECD,0.13,0.2,0.05,0,0,0,0.435083333,24.21711438,-8.27
Finland,2010,FIN,172,W Europe,High income,High income: OECD,0.13,0.2,0.05,0,0,0,-0.151666667,23.8909674,2.99
Finland,2011,FIN,172,W Europe,High income,High income: OECD,0.1,0.2,0,0,0,0,0.263333333,23.61519589,2.57
Finland,2012,FIN,172,W Europe,High income,High income: OECD,0.1,0.2,0,0,0,0,0.086666667,24.36621904,-1.43
Finland,2013,FIN,172,W Europe,High income,High income: OECD,0.13,0.25,0,0.25,0.5,0,-0.49875,24.74254689,-0.76
Finland,2014,FIN,172,W Europe,High income,High income: OECD,0.13,0.25,0,0.25,0.5,0,-1.131333333,24.68000818,-0.63
Finland,2015,FIN,172,W Europe,High income,High income: OECD,0.13,0.25,0,0.25,0.5,0,-1.400166667,24.38344526,0.27
Ghana,2008,GHA,652,Sub-Saharan Africa,Middle income,Lower middle income,0.33,0.4,0.25,0.5,0.5,0.5,NA,11.24244108,9.15
Ghana,2009,GHA,652,Sub-Saharan Africa,Middle income,Lower middle income,0.33,0.4,0.25,0.5,0.5,0.5,NA,11.7340548,4.85
Ghana,2010,GHA,652,Sub-Saharan Africa,Middle income,Lower middle income,0.33,0.4,0.25,0.5,0.5,0.5,12.814,10.35530523,7.9
Ghana,2011,GHA,652,Sub-Saharan Africa,Middle income,Lower middle income,0.33,0.4,0.25,0.5,0.5,0.5,10.69825,16.64311621,14.05
Ghana,2012,GHA,652,Sub-Saharan Africa,Middle income,Lower middle income,0.33,0.4,0.25,0.5,0.5,0.5,18.67458333,20.88795817,9.29
Ghana,2013,GHA,652,Sub-Saharan Africa,Middle income,Lower middle income,0.33,0.4,0.25,0.5,0.5,0.5,NA,19.91786187,7.31
Ghana,2014,GHA,652,Sub-Saharan Africa,Middle income,Lower middle income,0.33,0.4,0.25,0.5,0.5,0.5,NA,17.97509997,3.99
Ghana,2015,GHA,652,Sub-Saharan Africa,Middle income,Lower middle income,0.33,0.4,0.25,0.5,0.5,0.5,NA,19.15905628,3.92
Greece,1995,GRC,174,Europe & Central Asia,High income,High income: OECD,0,0,0,NA,NA,NA,NA,17.79269391,2.1
Greece,1996,GRC,174,Europe & Central Asia,High income,High income: OECD,0,0,0,NA,NA,NA,NA,17.60782593,2.86
Greece,1997,GRC,174,Europe & Central Asia,High income,High income: OECD,0,0,0,0,0,0,NA,17.68268133,4.48
Greece,1998,GRC,174,Europe & Central Asia,High income,High income: OECD,0,0,0,0,0,0,2.872833333,17.49751825,3.9
Greece,1999,GRC,174,Europe & Central Asia,High income,High income: OECD,0,0,0,0,0,0,0.636583333,17.9800733,3.07
Greece,2000,GRC,174,Europe & Central Asia,High income,High income: OECD,0,0,0,0,0,0,0.0695,18.26000359,3.92
Greece,2001,GRC,174,Europe & Central Asia,High income,High income: OECD,0,0,0,0,0,0,0.34325,18.71497465,4.13
Greece,2002,GRC,174,Europe & Central Asia,High income,High income: OECD,0,0,0,0,0,0,0.529083333,19.22731325,3.92
Greece,2003,GRC,174,Europe & Central Asia,High income,High income: OECD,0,0,0,0,0,0,0.279833333,18.95885397,5.8
Greece,2004,GRC,174,Europe & Central Asia,High income,High income: OECD,0,0,0,0,0,0,0.01225,19.15502281,5.06
Greece,2005,GRC,174,Europe & Central Asia,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.695666667,20.02023307,0.6
Greece,2006,GRC,174,Europe & Central Asia,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.69225,20.15548266,5.65
Greece,2007,GRC,174,Europe & Central Asia,High income,High income: OECD,0.08,0.15,0,0,0,0,-0.051416667,20.5202835,3.27
Greece,2008,GRC,174,Europe & Central Asia,High income,High income: OECD,0.15,0.15,0.15,0.25,0,0.5,1.266833333,20.72113212,-0.34
Greece,2009,GRC,174,Europe & Central Asia,High income,High income: OECD,0.15,0.15,0.15,0.25,0,0.5,1.9,23.3090126,-4.3
Greece,2010,GRC,174,Europe & Central Asia,High income,High income: OECD,0.13,0.1,0.15,0.25,0,0.5,6.472833333,22.20415793,-5.48
Greece,2011,GRC,174,Europe & Central Asia,High income,High income: OECD,0.13,0.1,0.15,0.25,0,0.5,16.37708333,21.78617009,-9.13
Greece,2012,GRC,174,Europe & Central Asia,High income,High income: OECD,0.13,0.1,0.15,0.25,0,0.5,21.87708333,21.73819304,-7.3
Greece,2013,GRC,174,Europe & Central Asia,High income,High income: OECD,0.13,0.1,0.15,0.25,0,0.5,7.823083333,20.43889414,-3.24
Greece,2014,GRC,174,Europe & Central Asia,High income,High income: OECD,0.13,0.1,0.15,0.25,0,0.5,4.619833333,20.31062678,0.35
Greece,2015,GRC,174,Europe & Central Asia,High income,High income: OECD,0.58,0.3,0.85,0.5,0,1,8.189833333,20.1148484,-0.22
Hong Kong,1996,HKG,532,East Asia & Pacific,High income,High income: nonOECD,0,0,0,NA,NA,NA,NA,8.14,NA
Hong Kong,1997,HKG,532,East Asia & Pacific,High income,High income: nonOECD,0,0,0,0,0,0,NA,8.04,NA
Hong Kong,1998,HKG,532,East Asia & Pacific,High income,High income: nonOECD,0,0,0,0,0,0,NA,9.02,NA
Hong Kong,1999,HKG,532,East Asia & Pacific,High income,High income: nonOECD,0,0,0,0,0,0,1.70825,9.61,NA
Hong Kong,2000,HKG,532,East Asia & Pacific,High income,High income: nonOECD,0,0,0,0,0,0,1.38175,9.37,NA
Hong Kong,2001,HKG,532,East Asia & Pacific,High income,High income: nonOECD,0,0,0,0,0,0,1.044166667,10.2,NA
Hong Kong,2002,HKG,532,East Asia & Pacific,High income,High income: nonOECD,0,0,0,0,0,0,0.6725,10.64,NA
Hong Kong,2003,HKG,532,East Asia & Pacific,High income,High income: nonOECD,0,0,0,0,0,0,0.36075,10.99,NA
Hong Kong,2004,HKG,532,East Asia & Pacific,High income,High income: nonOECD,0,0,0,0,0,0,-0.1705,10.35,NA
Hong Kong,2005,HKG,532,East Asia & Pacific,High income,High income: nonOECD,0,0,0,0,0,0,-0.276,9.25,NA
Hong Kong,2006,HKG,532,East Asia & Pacific,High income,High income: nonOECD,0.05,0.05,0.05,0,0,0,-0.447333333,8.77,NA
Hong Kong,2007,HKG,532,East Asia & Pacific,High income,High income: nonOECD,0.05,0.05,0.05,0,0,0,-0.37975,8.42,NA
Hong Kong,2008,HKG,532,East Asia & Pacific,High income,High income: nonOECD,0.05,0.05,0.05,0,0,0,-0.824666667,8.67,NA
Hong Kong,2009,HKG,532,East Asia & Pacific,High income,High income: nonOECD,0.08,0.05,0.1,0,0,0,-0.836916667,9.19,NA
Hong Kong,2010,HKG,532,East Asia & Pacific,High income,High income: nonOECD,0,0,0,0,0,0,-0.460333333,8.86,NA
Hong Kong,2011,HKG,532,East Asia & Pacific,High income,High income: nonOECD,0,0,0,0,0,0,-0.490333333,8.71,NA
Hong Kong,2012,HKG,532,East Asia & Pacific,High income,High income: nonOECD,0,0,0,0,0,0,-0.791333333,9.1,NA
Hong Kong,2013,HKG,532,East Asia & Pacific,High income,High income: nonOECD,0,0,0,0,0,0,-0.58175,9.29,NA
Hong Kong,2014,HKG,532,East Asia & Pacific,High income,High income: nonOECD,0.05,0.1,0,0,0,0,-0.472583333,9.48,2.76
Hong Kong,2015,HKG,532,East Asia & Pacific,High income,High income: nonOECD,0.05,0.1,0,0,0,0,-0.5125,9.64,2.37
Hungary,1995,HUN,944,Europe & Central Asia,Middle income,Upper middle income,0.69,0.56,0.83,NA,NA,NA,NA,22.89964585,2.54
Hungary,1996,HUN,944,Europe & Central Asia,Middle income,Upper middle income,0.69,0.56,0.83,NA,NA,NA,NA,21.64353993,0.01
Hungary,1997,HUN,944,Europe & Central Asia,Middle income,Upper middle income,0.7,0.55,0.85,0.75,0.5,1,NA,21.25099831,3.31
Hungary,1998,HUN,944,Europe & Central Asia,Middle income,Upper middle income,0.7,0.6,0.8,1,1,1,NA,20.87823191,4.22
Hungary,1999,HUN,944,Europe & Central Asia,Middle income,Upper middle income,0.75,0.7,0.8,1,1,1,9.831666667,21.11408751,3.21
Hungary,2000,HUN,944,Europe & Central Asia,Middle income,Upper middle income,0.75,0.7,0.8,1,1,1,8.473333333,21.06177586,4.2
Hungary,2001,HUN,944,Europe & Central Asia,Middle income,Upper middle income,0,0,0,0,0,0,7.838333333,20.991258,3.77
Hungary,2002,HUN,944,Europe & Central Asia,Middle income,Upper middle income,0,0,0,0,0,0,7.064166667,21.78630682,4.5
Hungary,2003,HUN,944,Europe & Central Asia,Middle income,Upper middle income,0.03,0,0.05,0,0,0,6.908333333,22.99816515,3.83
Hungary,2004,HUN,944,Europe & Central Asia,Middle income,Upper middle income,0.03,0,0.05,0,0,0,8.23,22.04316286,5.01
Hungary,2005,HUN,944,Europe & Central Asia,Middle income,Upper middle income,0.18,0.1,0.25,0.25,0,0.5,6.5375,22.17831834,4.38
Hungary,2006,HUN,944,Europe & Central Asia,Middle income,Upper middle income,0.23,0.1,0.35,0.25,0,0.5,7.140833333,22.10267933,3.86
Hungary,2007,HUN,944,Europe & Central Asia,Middle income,Upper middle income,0.23,0.1,0.35,0.25,0,0.5,6.756666667,20.85608273,0.45
Hungary,2008,HUN,944,Europe & Central Asia,Middle income,Upper middle income,0.13,0.1,0.15,0,0,0,8.375833333,21.43198615,0.89
Hungary,2009,HUN,944,Europe & Central Asia,Middle income,Upper middle income,0.08,0.1,0.06,0,0,0,9.028333333,22.13888576,-6.56
Hungary,2010,HUN,944,Europe & Central Asia,Middle income,Upper middle income,0.08,0.1,0.06,0,0,0,7.288333333,21.616029,0.68
Hungary,2011,HUN,944,Europe & Central Asia,Middle income,Upper middle income,0.08,0.1,0.06,0,0,0,7.785833333,20.75747401,1.74
Hungary,2012,HUN,944,Europe & Central Asia,Middle income,Upper middle income,0.08,0.1,0.06,0,0,0,7.6175,20.08318203,-1.6
Hungary,2013,HUN,944,Europe & Central Asia,Middle income,Upper middle income,0.08,0.1,0.05,0,0,0,5.870833333,19.74459485,2.12
Hungary,2014,HUN,944,Europe & Central Asia,Middle income,Upper middle income,0.08,0.1,0.05,0,0,0,4.6075,20.01144871,4.05
Hungary,2015,HUN,944,Europe & Central Asia,Middle income,Upper middle income,0.08,0.1,0.05,0,0,0,3.4525,20.03502043,3.15
Iceland,1995,ISL,176,W Europe,High income,High income: OECD,0.22,0.28,0.17,NA,NA,NA,-0.763833333,21.07283924,0.12
Iceland,1996,ISL,176,W Europe,High income,High income: OECD,0.17,0.17,0.17,NA,NA,NA,-0.85125,20.94408757,4.79
Iceland,1997,ISL,176,W Europe,High income,High income: OECD,0.15,0.15,0.15,0.25,0,0.5,-0.855166667,20.71786379,4.12
Iceland,1998,ISL,176,W Europe,High income,High income: OECD,0.18,0.2,0.15,0.5,0.5,0.5,-0.603833333,21.07159439,6.56
Iceland,1999,ISL,176,W Europe,High income,High income: OECD,0.18,0.15,0.2,0.25,0,0.5,-1.345916667,21.88551094,4
Iceland,2000,ISL,176,W Europe,High income,High income: OECD,0.18,0.15,0.2,0.25,0,0.5,-0.571333333,22.38886401,4.68
Iceland,2001,ISL,176,W Europe,High income,High income: OECD,0.18,0.15,0.2,0.25,0,0.5,0.27575,22.38315684,3.83
Iceland,2002,ISL,176,W Europe,High income,High income: OECD,0.18,0.15,0.2,0.25,0,0.5,0.662333333,24.0495461,0.32
Iceland,2003,ISL,176,W Europe,High income,High income: OECD,0.18,0.15,0.2,0.25,0,0.5,2.788916667,24.78443131,2.44
Iceland,2004,ISL,176,W Europe,High income,High income: OECD,0.23,0.25,0.2,0.25,0,0.5,3.9875,23.80421663,8.1
Iceland,2005,ISL,176,W Europe,High income,High income: OECD,0.23,0.25,0.2,0.5,0.5,0.5,2.271416667,23.58479169,6.7
Iceland,2006,ISL,176,W Europe,High income,High income: OECD,0.23,0.25,0.2,0.5,0.5,0.5,2.359583333,23.47731577,5
Iceland,2007,ISL,176,W Europe,High income,High income: OECD,0.23,0.25,0.2,0.5,0.5,0.5,2.181916667,22.90975711,9.35
Iceland,2008,ISL,176,W Europe,High income,High income: OECD,0.23,0.25,0.2,0.5,0.5,0.5,4.789583333,23.38984449,1.52
Iceland,2009,ISL,176,W Europe,High income,High income: OECD,0.85,0.9,0.8,1,1,1,5.756,24.78603083,-6.94
Iceland,2010,ISL,176,W Europe,High income,High income: OECD,0.9,0.9,0.9,1,1,1,3.164333333,24.64869008,-3.56
Iceland,2011,ISL,176,W Europe,High income,High income: OECD,0.9,0.9,0.9,1,1,1,4.081166667,24.70784592,1.99
Iceland,2012,ISL,176,W Europe,High income,High income: OECD,0.9,0.9,0.9,1,1,1,5.319916667,24.53209139,1.22
Iceland,2013,ISL,176,W Europe,High income,High income: OECD,0.9,0.9,0.9,1,1,1,4.03625,24.28145103,4.41
Iceland,2014,ISL,176,W Europe,High income,High income: OECD,0.9,0.9,0.9,1,1,1,4.293583333,24.17068888,1.93
Iceland,2015,ISL,176,W Europe,High income,High income: OECD,0.9,0.9,0.9,1,1,1,4.2645,23.60504515,4.1
India,1995,IND,534,South Asia,Middle income,Lower middle income,1,1,1,NA,NA,NA,NA,10.78303529,7.58
India,1996,IND,534,South Asia,Middle income,Lower middle income,1,1,1,NA,NA,NA,NA,10.56884728,7.55
India,1997,IND,534,South Asia,Middle income,Lower middle income,1,1,1,NA,NA,NA,NA,11.28281422,4.05
India,1998,IND,534,South Asia,Middle income,Lower middle income,1,1,1,NA,NA,NA,NA,12.18424824,6.18
India,1999,IND,534,South Asia,Middle income,Lower middle income,1,1,1,NA,NA,NA,6.042416667,12.45596587,8.46
India,2000,IND,534,South Asia,Middle income,Lower middle income,1,1,1,NA,NA,NA,5.11025,12.22306746,3.98
India,2001,IND,534,South Asia,Middle income,Lower middle income,1,1,1,NA,NA,NA,4.418333333,12.03238828,4.94
India,2002,IND,534,South Asia,Middle income,Lower middle income,1,1,1,1,1,NA,2.663416667,11.57472813,3.91
India,2003,IND,534,South Asia,Middle income,Lower middle income,0.95,0.95,0.95,0.75,1,0.5,1.628666667,11.12675579,7.94
India,2004,IND,534,South Asia,Middle income,Lower middle income,0.95,0.9,1,1,1,1,1.688916667,10.6443752,7.85
India,2005,IND,534,South Asia,Middle income,Lower middle income,0.95,0.9,1,1,1,1,2.704916667,10.58557992,9.29
India,2006,IND,534,South Asia,Middle income,Lower middle income,0.95,0.9,1,1,1,1,2.881583333,10.05219141,9.26
India,2007,IND,534,South Asia,Middle income,Lower middle income,0.95,0.9,1,1,1,1,3.378166667,10.01407996,9.8
India,2008,IND,534,South Asia,Middle income,Lower middle income,0.95,0.9,1,1,1,1,4.268416667,10.63947075,3.89
India,2009,IND,534,South Asia,Middle income,Lower middle income,0.95,0.9,1,1,1,1,3.67625,11.58865757,8.48
India,2010,IND,534,South Asia,Middle income,Lower middle income,0.95,0.9,1,1,1,1,4.7225,11.13192323,10.26
India,2011,IND,534,South Asia,Middle income,Lower middle income,0.98,0.95,1,1,1,1,5.635,11.08446159,6.64
India,2012,IND,534,South Asia,Middle income,Lower middle income,0.95,0.9,1,1,1,1,6.563333333,10.68385623,5.48
India,2013,IND,534,South Asia,Middle income,Lower middle income,0.95,0.9,1,1,1,1,5.841333333,10.29516014,6.54
India,2014,IND,534,South Asia,Middle income,Lower middle income,0.95,0.9,1,1,1,1,6.080083333,10.43492074,7.18
India,2015,IND,534,South Asia,Middle income,Lower middle income,0.95,0.9,1,1,1,1,5.657166667,10.31615269,7.93
Indonesia,1995,IDN,536,East Asia & Pacific,Middle income,Lower middle income,0.52,0.67,0.38,NA,NA,NA,NA,7.829064049,8.22
Indonesia,1996,IDN,536,East Asia & Pacific,Middle income,Lower middle income,0.53,0.67,0.39,NA,NA,NA,NA,7.566958586,7.82
Indonesia,1997,IDN,536,East Asia & Pacific,Middle income,Lower middle income,0.5,0.61,0.39,NA,NA,NA,NA,6.842805066,4.7
Indonesia,1998,IDN,536,East Asia & Pacific,Middle income,Lower middle income,0.61,0.72,0.5,NA,NA,NA,NA,5.693507793,-13.13
Indonesia,1999,IDN,536,East Asia & Pacific,Middle income,Lower middle income,0.61,0.72,0.5,NA,NA,NA,NA,6.604456942,0.79
Indonesia,2000,IDN,536,East Asia & Pacific,Middle income,Lower middle income,0.65,0.75,0.55,1,1,1,NA,6.531994973,4.98
Indonesia,2001,IDN,536,East Asia & Pacific,Middle income,Lower middle income,0.68,0.8,0.55,1,1,1,NA,6.88905937,3.64
Indonesia,2002,IDN,536,East Asia & Pacific,Middle income,Lower middle income,0.68,0.8,0.55,1,1,1,NA,7.257458338,4.5
Indonesia,2003,IDN,536,East Asia & Pacific,Middle income,Lower middle income,0.68,0.7,0.65,1,1,1,NA,8.129486264,4.78
Indonesia,2004,IDN,536,East Asia & Pacific,Middle income,Lower middle income,0.68,0.7,0.65,1,1,1,NA,8.32186818,5.03
Indonesia,2005,IDN,536,East Asia & Pacific,Middle income,Lower middle income,0.68,0.7,0.65,1,1,1,NA,8.109507721,5.69
Indonesia,2006,IDN,536,East Asia & Pacific,Middle income,Lower middle income,0.65,0.65,0.65,0.75,0.5,1,6.952416667,8.627168802,5.5
Indonesia,2007,IDN,536,East Asia & Pacific,Middle income,Lower middle income,0.7,0.7,0.7,1,1,1,4.990166667,8.346469679,6.35
Indonesia,2008,IDN,536,East Asia & Pacific,Middle income,Lower middle income,0.58,0.65,0.5,0.5,1,0,9.185666667,8.423780915,7.44
Indonesia,2009,IDN,536,East Asia & Pacific,Middle income,Lower middle income,0.73,0.8,0.65,0.75,1,0.5,7.846333333,9.589178124,4.7
Indonesia,2010,IDN,536,East Asia & Pacific,Middle income,Lower middle income,0.68,0.7,0.65,0.75,1,0.5,5.293166667,9.005914993,6.38
Indonesia,2011,IDN,536,East Asia & Pacific,Middle income,Lower middle income,0.68,0.7,0.65,0.75,1,0.5,4.639333333,9.05867718,6.17
Indonesia,2012,IDN,536,East Asia & Pacific,Middle income,Lower middle income,0.68,0.7,0.65,0.75,1,0.5,4.072333333,9.248788371,6.03
Indonesia,2013,IDN,536,East Asia & Pacific,Middle income,Lower middle income,0.63,0.65,0.6,0.75,1,0.5,4.681916667,9.517719963,5.56
Indonesia,2014,IDN,536,East Asia & Pacific,Middle income,Lower middle income,0.63,0.65,0.6,0.75,1,0.5,5.659666667,9.425025719,5.01
Indonesia,2015,IDN,536,East Asia & Pacific,Middle income,Lower middle income,0.63,0.65,0.6,0.75,1,0.5,6.146416667,9.754072821,4.88
Ireland,1995,IRL,178,W Europe,High income,High income: OECD,0,0,0,NA,NA,NA,1.623666667,17.2402419,9.59
Ireland,1996,IRL,178,W Europe,High income,High income: OECD,0.06,0.11,0,NA,NA,NA,0.73375,16.59169674,9.09
Ireland,1997,IRL,178,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.161833333,16.10148538,10.75
Ireland,1998,IRL,178,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.434,15.49212601,8.22
Ireland,1999,IRL,178,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.930916667,14.9306815,10.84
Ireland,2000,IRL,178,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.456666667,14.6733137,9.91
Ireland,2001,IRL,178,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,0.061,15.35680949,6.06
Ireland,2002,IRL,178,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,0.449416667,15.78138261,5.57
Ireland,2003,IRL,178,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,0.143666667,16.03206784,3.69
Ireland,2004,IRL,178,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.212334,16.13938654,6.8
Ireland,2005,IRL,178,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-1.469167,16.04040425,5.79
Ireland,2006,IRL,178,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.987166667,16.24859591,5.88
Ireland,2007,IRL,178,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.25475,16.91031896,3.75
Ireland,2008,IRL,178,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,0.977833333,18.82194568,-4.4
Ireland,2009,IRL,178,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,1.899083333,20.19287237,-4.61
Ireland,2010,IRL,178,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,2.9485,18.90047802,2
Ireland,2011,IRL,178,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,6.958666667,18.24886628,-0.08
Ireland,2012,IRL,178,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,4.3605,17.71937928,-1.09
Ireland,2013,IRL,178,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,1.4755,16.9762151,1.07
Ireland,2014,IRL,178,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.205416667,16.39770756,8.45
Ireland,2015,IRL,178,W Europe,High income,High income: OECD,0.05,0.1,0,0,0,0,-0.953166667,12.54869232,26.26
Israel,1995,ISR,436,Middle East & North Africa,High income,High income: OECD,0.53,0.28,0.78,NA,NA,NA,NA,26.24868786,9.65
Israel,1996,ISR,436,Middle East & North Africa,High income,High income: OECD,0.53,0.28,0.78,NA,NA,NA,NA,26.73861048,6.04
Israel,1997,ISR,436,Middle East & North Africa,High income,High income: OECD,0.55,0.3,0.8,0.75,0.5,1,-2.232666667,26.27433512,4.05
Israel,1998,ISR,436,Middle East & North Africa,High income,High income: OECD,0.13,0.05,0.2,0,0,0,-0.228,25.82440549,4.16
Israel,1999,ISR,436,Middle East & North Africa,High income,High income: OECD,0.23,0.05,0.4,0.25,0,0.5,-0.49425,25.32953852,3.54
Israel,2000,ISR,436,Middle East & North Africa,High income,High income: OECD,0.15,0,0.3,0.25,0,0.5,-0.433,24.04371079,8.85
Israel,2001,ISR,436,Middle East & North Africa,High income,High income: OECD,0.15,0,0.3,0.25,0,0.5,1.549916667,25.19012479,0.09
Israel,2002,ISR,436,Middle East & North Africa,High income,High income: OECD,0.03,0,0.05,0,0,0,5.109833333,26.522669,-0.19
Israel,2003,ISR,436,Middle East & North Africa,High income,High income: OECD,0,0,0,0,0,0,4.53975,25.61504839,1.12
Israel,2004,ISR,436,Middle East & North Africa,High income,High income: OECD,0,0,0,0,0,0,3.313333333,24.27464717,5.05
Israel,2005,ISR,436,Middle East & North Africa,High income,High income: OECD,0,0,0,0,0,0,2.03225,23.78988225,4.15
Israel,2006,ISR,436,Middle East & North Africa,High income,High income: OECD,0,0,0,0,0,0,1.48375,23.5120673,5.71
Israel,2007,ISR,436,Middle East & North Africa,High income,High income: OECD,0,0,0,0,0,0,0.926916667,22.59173504,6.21
Israel,2008,ISR,436,Middle East & North Africa,High income,High income: OECD,0,0,0,0,0,0,2.18125,22.65704558,3.01
Israel,2009,ISR,436,Middle East & North Africa,High income,High income: OECD,0,0,0,0,0,0,1.7205,22.48343598,1.39
Israel,2010,ISR,436,Middle East & North Africa,High income,High income: OECD,0,0,0,0,0,0,1.5565,22.53340641,5.66
Israel,2011,ISR,436,Middle East & North Africa,High income,High income: OECD,0.08,0.15,0,0,0,0,2.087416667,22.27848913,5.06
Israel,2012,ISR,436,Middle East & North Africa,High income,High income: OECD,0.08,0.15,0,0,0,0,2.14625,22.55735368,2.38
Israel,2013,ISR,436,Middle East & North Africa,High income,High income: OECD,0.13,0.25,0,0,0,0,1.418916667,22.5069186,4.38
Israel,2014,ISR,436,Middle East & North Africa,High income,High income: OECD,0.1,0.2,0,0,0,0,0.336416667,22.51250514,3.16
Israel,2015,ISR,436,Middle East & North Africa,High income,High income: OECD,0.1,0.2,0,0,0,0,-0.1525,22.33965675,2.51
Kenya,1995,KEN,664,Sub-Saharan Africa,Low income,Low income,0.31,0.28,0.33,NA,NA,NA,NA,14.84292105,4.29
Kenya,1996,KEN,664,Sub-Saharan Africa,Low income,Low income,0.31,0.39,0.22,NA,NA,NA,NA,15.18056739,4.15
Kenya,1997,KEN,664,Sub-Saharan Africa,Low income,Low income,0.35,0.45,0.25,0.75,1,0.5,NA,15.53615219,0.41
Kenya,1998,KEN,664,Sub-Saharan Africa,Low income,Low income,0.35,0.45,0.25,0.75,1,0.5,NA,16.24996092,2.98
Kenya,1999,KEN,664,Sub-Saharan Africa,Low income,Low income,0.35,0.45,0.25,0.75,1,0.5,NA,15.75329665,2.2
Kenya,2000,KEN,664,Sub-Saharan Africa,Low income,Low income,0.35,0.45,0.25,0.75,1,0.5,NA,15.05429226,0.35
Kenya,2001,KEN,664,Sub-Saharan Africa,Low income,Low income,0.35,0.45,0.25,0.75,1,0.5,NA,15.97291175,3.98
Kenya,2002,KEN,664,Sub-Saharan Africa,Low income,Low income,0.35,0.45,0.25,0.75,1,0.5,NA,17.07799991,0.48
Kenya,2003,KEN,664,Sub-Saharan Africa,Low income,Low income,0.35,0.45,0.25,0.75,1,0.5,NA,18.13131858,2.95
Kenya,2004,KEN,664,Sub-Saharan Africa,Low income,Low income,0.35,0.45,0.25,0.75,1,0.5,NA,17.86006596,4.64
Kenya,2005,KEN,664,Sub-Saharan Africa,Low income,Low income,0.33,0.4,0.25,0.75,1,0.5,NA,17.38021155,5.67
Kenya,2006,KEN,664,Sub-Saharan Africa,Low income,Low income,0.33,0.4,0.25,0.75,1,0.5,7.91,14.3469988,5.85
Kenya,2007,KEN,664,Sub-Saharan Africa,Low income,Low income,0.33,0.4,0.25,0.75,1,0.5,7.416916667,14.62961147,6.85
Kenya,2008,KEN,664,Sub-Saharan Africa,Low income,Low income,0.3,0.35,0.25,0.5,0.5,0.5,7.926966364,15.67397942,0.23
Kenya,2009,KEN,664,Sub-Saharan Africa,Low income,Low income,0.3,0.35,0.25,0.5,0.5,0.5,8.186833333,15.21447169,3.31
Kenya,2010,KEN,664,Sub-Saharan Africa,Low income,Low income,0.3,0.35,0.25,0.5,0.5,0.5,4.684833333,14.16324925,8.4
Kenya,2011,KEN,664,Sub-Saharan Africa,Low income,Low income,0.3,0.35,0.25,0.5,0.5,0.5,10.17991667,14.01163418,6.11
Kenya,2012,KEN,664,Sub-Saharan Africa,Low income,Low income,0.3,0.35,0.25,0.5,0.5,0.5,11.20022727,13.85793771,4.56
Kenya,2013,KEN,664,Sub-Saharan Africa,Low income,Low income,0.3,0.35,0.25,0.5,0.5,0.5,10.10533333,14.13942636,5.69
Kenya,2014,KEN,664,Sub-Saharan Africa,Low income,Low income,0.3,0.35,0.25,0.5,0.5,0.5,9.407583333,13.89102271,5.33
Kenya,2015,KEN,664,Sub-Saharan Africa,Low income,Low income,0.3,0.35,0.25,0.5,0.5,0.5,11.31425,14.29330136,5.65
Korea,1995,KOR,542,East Asia & Pacific,High income,High income: OECD,0.94,1,0.89,NA,NA,NA,NA,10.40006565,9.57
Korea,1996,KOR,542,East Asia & Pacific,High income,High income: OECD,0.92,1,0.83,NA,NA,NA,NA,10.80521544,7.6
Korea,1997,KOR,542,East Asia & Pacific,High income,High income: OECD,0.78,0.85,0.7,0.5,0.5,0.5,NA,10.61361512,5.92
Korea,1998,KOR,542,East Asia & Pacific,High income,High income: OECD,0.5,0.35,0.65,0,0,0,NA,11.83476562,-5.47
