Country,Year,code_wdi,code_ifs,region,incomegroup,incomesubgroup,ka,kai,kao,eq,eqi,eqo,eq_plbn,eq_siln,eq_pabr,eq_siar,bo,boi,boo,bo_plbn,bo_siln,bo_pabr,bo_siar,mm,mmi,mmo,mm_plbn,mm_siln,mm_pabr,mm_siar,ci,cii,cio,ci_plbn,ci_siln,ci_pabr,ci_siar,de,dei,deo,de_plbn,de_siln,de_pabr,de_siar,cc,cci,cco,fc,fci,fco,gs,gsi,gso,di,dii,dio,ldi,re,rei,reo,re_pabr,re_plbn,re_slbn
El Salvador,1995,SLV,253,Latin America & Caribbean,Middle income,Lower middle income,0.00,0.00,0.00,0,0,0,0,0,0,0,,,,,,,,,,,n.a,n.a,n.a,n.a,,,,n.a,n.a,n.a,n.a,,,,n.a,n.a,n.a,n.a,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,n.a,n.a,n.a
El Salvador,1996,SLV,253,Latin America & Caribbean,Middle income,Lower middle income,0.00,0.00,0.00,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,1997,SLV,253,Latin America & Caribbean,Middle income,Lower middle income,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,1998,SLV,253,Latin America & Caribbean,Middle income,Lower middle income,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,1999,SLV,253,Latin America & Caribbean,Middle income,Lower middle income,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,2000,SLV,253,Latin America & Caribbean,Middle income,Lower middle income,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,2001,SLV,253,Latin America & Caribbean,Middle income,Lower middle income,0.05,0.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0
El Salvador,2002,SLV,253,Latin America & Caribbean,Middle income,Lower middle income,0.05,0.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0
El Salvador,2003,SLV,253,Latin America & Caribbean,Middle income,Lower middle income,0.05,0.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0
El Salvador,2004,SLV,253,Latin America & Caribbean,Middle income,Lower middle income,0.05,0.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0
El Salvador,2005,SLV,253,Latin America & Caribbean,Middle income,Lower middle income,0.05,0.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0
El Salvador,2006,SLV,253,Latin America & Caribbean,Middle income,Lower middle income,0.05,0.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0
El Salvador,2007,SLV,253,Latin America & Caribbean,Middle income,Lower middle income,0.05,0.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0
El Salvador,2008,SLV,253,Latin America & Caribbean,Middle income,Lower middle income,0.05,0.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0
El Salvador,2009,SLV,253,Latin America & Caribbean,Middle income,Lower middle income,0.18,0.10,0.25,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0
El Salvador,2010,SLV,253,Latin America & Caribbean,Middle income,Lower middle income,0.18,0.10,0.25,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0
El Salvador,2011,SLV,253,Latin America & Caribbean,Middle income,Lower middle income,0.18,0.10,0.25,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0
El Salvador,2012,SLV,253,Latin America & Caribbean,Middle income,Lower middle income,0.18,0.10,0.25,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0
El Salvador,2013,SLV,253,Latin America & Caribbean,Middle income,Lower middle income,0.18,0.10,0.25,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0
El Salvador,2014,SLV,253,Latin America & Caribbean,Middle income,Lower middle income,0.18,0.10,0.25,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0
El Salvador,2015,SLV,253,Latin America & Caribbean,Middle income,Lower middle income,0.18,0.10,0.25,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0
Ethiopia,1995,ETH,644,Sub-Saharan Africa,Low income,Low income,1.00,1.00,1.00,1,1,1,1,1,1,1,,,,,,,,1,1,,n.a,n.a,n.a,1,,,,n.a,n.a,n.a,n.a,,,,n.a,n.a,n.a,n.a,1,1,n.a,1,1,n.a,,n.a,n.a,1,1,n.a,1,1,1,1,1,1,n.a
Ethiopia,1996,ETH,644,Sub-Saharan Africa,Low income,Low income,1.00,1.00,1.00,1,1,1,1,1,1,1,,,,,,,,1,1,,n.a,n.a,n.a,1,,,,n.a,n.a,n.a,n.a,,,,n.a,n.a,n.a,n.a,1,1,n.a,1,1,n.a,,n.a,n.a,1,1,n.a,1,1,1,1,1,1,n.a
Ethiopia,1997,ETH,644,Sub-Saharan Africa,Low income,Low income,0.37,0.56,0.19,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,n.a,0.5,1,0,,n.a,n.a,0.5,1,0,1,0.75,1,0.5,0,1,1
Ethiopia,1998,ETH,644,Sub-Saharan Africa,Low income,Low income,0.33,0.50,0.17,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,n.a,0.5,1,0,0,0,0,0.5,1,0,1,0.75,1,0.5,0,1,1
Ethiopia,1999,ETH,644,Sub-Saharan Africa,Low income,Low income,0.31,0.40,0.22,0.25,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,n.a,0.5,1,0,0.5,0,1,0.5,1,0,1,0.75,1,0.5,0,1,1
Ethiopia,2000,ETH,644,Sub-Saharan Africa,Low income,Low income,0.48,0.40,0.55,0.25,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.5,0,1,1,1,1,1,1,1,1,1,1,1
Ethiopia,2001,ETH,644,Sub-Saharan Africa,Low income,Low income,0.48,0.40,0.55,0.25,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.5,0,1,1,1,1,1,1,1,1,1,1,1
Ethiopia,2002,ETH,644,Sub-Saharan Africa,Low income,Low income,0.59,0.50,0.69,0.25,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,n.r,n.r,n.r,n.r,,,,n.r,n.r,n.r,n.r,1,1,1,1,1,1,0.5,0,1,1,1,1,1,1,1,1,1,1,1
Ethiopia,2003,ETH,644,Sub-Saharan Africa,Low income,Low income,0.81,0.75,0.88,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,,,,n.r,n.r,n.r,n.r,,,,n.r,n.r,n.r,n.r,1,1,1,1,1,1,0.5,0,1,1,1,1,1,1,1,1,1,1,1
Ethiopia,2004,ETH,644,Sub-Saharan Africa,Low income,Low income,0.81,0.75,0.88,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,,,,n.r,n.r,n.r,n.r,,,,n.r,n.r,n.r,n.r,1,1,1,1,1,1,0.5,0,1,1,1,1,1,1,1,1,1,1,1
Ethiopia,2005,ETH,644,Sub-Saharan Africa,Low income,Low income,0.81,0.75,0.88,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,,,,n.r,n.r,n.r,n.r,,,,n.r,n.r,n.r,n.r,1,1,1,1,1,1,0.5,0,1,1,1,1,1,1,1,1,1,1,1
Ethiopia,2006,ETH,644,Sub-Saharan Africa,Low income,Low income,0.91,0.81,1.00,1,1,1,1,1,1,1,0.75,0.5,1,1,1,1,0,1,1,1,1,1,1,1,,,,n.r,n.r,n.r,n.r,,,,n.r,n.r,n.r,n.r,1,1,1,1,1,1,0.5,0,1,1,1,1,1,1,1,1,1,1,1
Ethiopia,2007,ETH,644,Sub-Saharan Africa,Low income,Low income,0.91,0.81,1.00,1,1,1,1,1,1,1,0.75,0.5,1,1,1,1,0,1,1,1,1,1,1,1,,,,n.r,n.r,n.r,n.r,,,,n.r,n.r,n.r,n.r,1,1,1,1,1,1,0.5,0,1,1,1,1,1,1,1,1,1,1,1
Ethiopia,2008,ETH,644,Sub-Saharan Africa,Low income,Low income,0.94,0.88,1.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,n.r,n.r,n.r,n.r,,,,n.r,n.r,n.r,n.r,1,1,1,1,1,1,0.5,0,1,1,1,1,1,1,1,1,1,1,1
Ethiopia,2009,ETH,644,Sub-Saharan Africa,Low income,Low income,0.94,0.88,1.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,n.r,n.r,1,n.r,1,,1,n.r,n.r,1,n.r,1,1,1,1,1,1,0.5,0,1,1,1,1,1,1,1,1,1,1,1
Ethiopia,2010,ETH,644,Sub-Saharan Africa,Low income,Low income,0.94,0.88,1.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,n.r,n.r,1,n.r,1,,1,n.r,n.r,1,n.r,1,1,1,1,1,1,0.5,0,1,1,1,1,1,1,1,1,1,1,1
Ethiopia,2011,ETH,644,Sub-Saharan Africa,Low income,Low income,0.94,0.88,1.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,n.r,n.r,1,n.r,1,,1,n.r,n.r,1,n.r,1,1,1,1,1,1,0.5,0,1,1,1,1,1,1,1,1,1,1,1
Ethiopia,2012,ETH,644,Sub-Saharan Africa,Low income,Low income,0.94,0.88,1.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,n.r,n.r,1,n.r,1,,1,n.r,n.r,1,n.r,1,1,1,1,1,1,0.5,0,1,1,1,1,1,1,1,1,1,1,1
Ethiopia,2013,ETH,644,Sub-Saharan Africa,Low income,Low income,0.89,0.78,1.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,n.r,n.r,1,n.r,1,1,1,n.r,n.r,1,1,0.5,0,1,1,1,1,0.5,0,1,1,1,1,1,1,1,1,1,1,1
Ethiopia,2014,ETH,644,Sub-Saharan Africa,Low income,Low income,0.89,0.78,1.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,n.r,n.r,1,n.r,1,1,1,n.r,n.r,1,1,0.5,0,1,1,1,1,0.5,0,1,1,1,1,1,1,1,1,1,1,1
Ethiopia,2015,ETH,644,Sub-Saharan Africa,Low income,Low income,0.89,0.78,1.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,n.r,n.r,1,n.r,1,1,1,n.r,n.r,1,1,0.5,0,1,1,1,1,0.5,0,1,1,1,1,1,1,1,1,1,1,1
Finland,1995,FIN,172,W Europe,High income,High income: OECD,0.06,0.11,0.00,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,1,0
Finland,1996,FIN,172,W Europe,High income,High income: OECD,0.06,0.11,0.00,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,1,0
Finland,1997,FIN,172,W Europe,High income,High income: OECD,0.05,0.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,1,0
Finland,1998,FIN,172,W Europe,High income,High income: OECD,0.05,0.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,1,0
Finland,1999,FIN,172,W Europe,High income,High income: OECD,0.05,0.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,1,0
Finland,2000,FIN,172,W Europe,High income,High income: OECD,0.05,0.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,1,0
Finland,2001,FIN,172,W Europe,High income,High income: OECD,0.05,0.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,1,0
Finland,2002,FIN,172,W Europe,High income,High income: OECD,0.05,0.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,1,0
Finland,2003,FIN,172,W Europe,High income,High income: OECD,0.05,0.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,1,0
Finland,2004,FIN,172,W Europe,High income,High income: OECD,0.05,0.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,1,0
Finland,2005,FIN,172,W Europe,High income,High income: OECD,0.30,0.20,0.40,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0,0,0,0.5,0,1,0,0,0,0.5,1,0,0,0.75,1,0.5,1,1,0
Finland,2006,FIN,172,W Europe,High income,High income: OECD,0.30,0.20,0.40,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0,0,0,0.5,0,1,0,0,0,0.5,1,0,0,0.75,1,0.5,1,1,0
Finland,2007,FIN,172,W Europe,High income,High income: OECD,0.30,0.20,0.40,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0,0,0,0.5,0,1,0,0,0,0.5,1,0,0,0.75,1,0.5,1,1,0
Finland,2008,FIN,172,W Europe,High income,High income: OECD,0.30,0.20,0.40,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0.25,0,0.5,0,0,1,0,0,0,0,0.5,0,1,0,0,0,0.5,1,0,0,0.75,1,0.5,1,1,0
Finland,2009,FIN,172,W Europe,High income,High income: OECD,0.13,0.20,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0.75,1,0.5,1,1,0
Finland,2010,FIN,172,W Europe,High income,High income: OECD,0.13,0.20,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0.75,1,0.5,1,1,0
Finland,2011,FIN,172,W Europe,High income,High income: OECD,0.10,0.20,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0.5,1,0,0,1,0
Finland,2012,FIN,172,W Europe,High income,High income: OECD,0.10,0.20,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0.5,1,0,0,1,0
Finland,2013,FIN,172,W Europe,High income,High income: OECD,0.13,0.25,0.00,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0.5,1,0,0,1,0
Finland,2014,FIN,172,W Europe,High income,High income: OECD,0.13,0.25,0.00,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0.5,1,0,0,1,0
Finland,2015,FIN,172,W Europe,High income,High income: OECD,0.13,0.25,0.00,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0.5,1,0,0,1,0
France,1995,FRA,132,W Europe,High income,High income: OECD,0.20,0.19,0.22,0.5,0.5,0.5,1,1,0,0,,,,,,,,1,1,1,n.a,1,n.a,1,0.5,,0.5,n.a,1,0,n.a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,1996,FRA,132,W Europe,High income,High income: OECD,0.19,0.17,0.22,0.75,1,0.5,1,1,0,1,,,,,,,,0.5,0.5,0.5,0,1,0,1,0.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,1997,FRA,132,W Europe,High income,High income: OECD,0.19,0.17,0.22,0.75,1,0.5,1,1,0,1,,,,n.a,n.a,n.a,n.a,0.5,0.5,0.5,0,1,0,1,0.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,1998,FRA,132,W Europe,High income,High income: OECD,0.08,0.05,0.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,1,0,1,0.25,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,1999,FRA,132,W Europe,High income,High income: OECD,0.08,0.05,0.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,1,0,1,0.25,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2000,FRA,132,W Europe,High income,High income: OECD,0.10,0.05,0.15,0,0,0,0,0,0,0,0.25,0,0.5,0,1,0,0,0.5,0.5,0.5,0,1,0,1,0.25,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2001,FRA,132,W Europe,High income,High income: OECD,0.10,0.00,0.20,0.25,0,0.5,0,1,0,0,0.25,0,0.5,0,1,0,0,0.25,0,0.5,0,1,0,0,0.25,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2002,FRA,132,W Europe,High income,High income: OECD,0.10,0.00,0.20,0.25,0,0.5,0,1,0,0,0.25,0,0.5,0,1,0,0,0.25,0,0.5,0,1,0,0,0.25,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2003,FRA,132,W Europe,High income,High income: OECD,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2004,FRA,132,W Europe,High income,High income: OECD,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2005,FRA,132,W Europe,High income,High income: OECD,0.05,0.00,0.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,1,0,0,0.25,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2006,FRA,132,W Europe,High income,High income: OECD,0.05,0.00,0.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,1,0,0,0.25,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2007,FRA,132,W Europe,High income,High income: OECD,0.05,0.00,0.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,1,0,0,0.25,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2008,FRA,132,W Europe,High income,High income: OECD,0.05,0.00,0.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,1,0,0,0.25,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2009,FRA,132,W Europe,High income,High income: OECD,0.05,0.00,0.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,1,0,0,0.25,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2010,FRA,132,W Europe,High income,High income: OECD,0.05,0.00,0.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,1,0,0,0.25,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2011,FRA,132,W Europe,High income,High income: OECD,0.05,0.00,0.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,1,0,0,0.25,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2012,FRA,132,W Europe,High income,High income: OECD,0.05,0.00,0.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,1,0,0,0.25,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2013,FRA,132,W Europe,High income,High income: OECD,0.05,0.00,0.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,1,0,0,0.25,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2014,FRA,132,W Europe,High income,High income: OECD,0.05,0.00,0.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,1,0,0,0.25,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,2015,FRA,132,W Europe,High income,High income: OECD,0.05,0.00,0.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,1,0,0,0.25,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,1995,GEO,915,Europe & Central Asia,Middle income,Lower middle income,0.00,0.00,0.00,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,n.a,n.a,n.a
